Numero de components conexes de un graf binomial conex de num_nodes 100 despres d'aplicanr percolacio per arestes amb probabilitat PROB_PERC
PROB_PERC;NUM_CC(mitjana)
0.000000;100.000000
0.010000;98.000000
0.020000;96.000000
0.030000;92.000000
0.040000;88.000000
0.050000;83.000000
0.060000;81.000000
0.070000;79.000000
0.080000;78.000000
0.090000;71.000000
0.100000;68.000000
0.110000;63.000000
0.120000;61.000000
0.130000;56.000000
0.140000;51.000000
0.150000;50.000000
0.160000;45.000000
0.170000;43.000000
0.180000;39.000000
0.190000;37.000000
0.200000;37.000000
0.210000;36.000000
0.220000;31.000000
0.230000;29.000000
0.240000;27.000000
0.250000;25.000000
0.260000;22.000000
0.270000;20.000000
0.280000;14.800000
0.290000;7.000000
0.300000;7.000000
0.310000;7.000000
0.320000;7.000000
0.330000;7.000000
0.340000;7.000000
0.350000;7.000000
0.360000;6.000000
0.370000;6.000000
0.380000;6.000000
0.390000;5.000000
0.400000;5.000000
0.410000;4.000000
0.420000;4.000000
0.430000;4.000000
0.440000;4.000000
0.450000;4.000000
0.460000;3.000000
0.470000;3.000000
0.480000;3.000000
0.490000;3.000000
0.500000;3.000000
0.510000;3.000000
0.520000;3.000000
0.530000;3.000000
0.540000;3.000000
0.550000;3.000000
0.560000;3.000000
0.570000;3.000000
0.580000;3.000000
0.590000;3.000000
0.600000;3.000000
0.610000;3.000000
0.620000;3.000000
0.630000;3.000000
0.640000;3.000000
0.650000;3.000000
0.660000;3.000000
0.670000;3.000000
0.680000;3.000000
0.690000;3.000000
0.700000;3.000000
0.710000;3.000000
0.720000;3.000000
0.730000;3.000000
0.740000;3.000000
0.750000;3.000000
0.760000;3.000000
0.770000;3.000000
0.780000;3.000000
0.790000;3.000000
0.800000;3.000000
0.810000;3.000000
0.820000;3.000000
0.830000;2.000000
0.840000;2.000000
0.850000;2.000000
0.860000;2.000000
0.870000;1.000000
0.880000;1.000000
0.890000;1.000000
0.900000;1.000000
0.910000;1.000000
0.920000;1.000000
0.930000;1.000000
0.940000;1.000000
0.950000;1.000000
0.960000;1.000000
0.970000;1.000000
0.980000;1.000000
0.990000;1.000000
